Filename,Total Duration (s),Pause Duration (s),Mean Energy,Mean Pitch (Hz),Spectral Centroid,Zero Crossing Rate,MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,MFCC_13,MFCC_Delta_1,MFCC_Delta_2,MFCC_Delta_3,MFCC_Delta_4,MFCC_Delta_5,MFCC_Delta_6,MFCC_Delta_7,MFCC_Delta_8,MFCC_Delta_9,MFCC_Delta_10,MFCC_Delta_11,MFCC_Delta_12,MFCC_Delta_13,MFCC_Delta2_1,MFCC_Delta2_2,MFCC_Delta2_3,MFCC_Delta2_4,MFCC_Delta2_5,MFCC_Delta2_6,MFCC_Delta2_7,MFCC_Delta2_8,MFCC_Delta2_9,MFCC_Delta2_10,MFCC_Delta2_11,MFCC_Delta2_12,MFCC_Delta2_13
Patrick Stewart_3.wav,90.1,46.71,0.0323,77.6,3391.78,0.0934,-662.84033,101.71821,-19.760345,24.231564,-15.076027,15.150592,-14.848807,-9.662628,-2.5683546,-8.72595,-8.97776,-5.3758035,-3.7506905,-0.003609676,0.015535947,0.010326443,-0.0042030117,0.0003745002,0.002111537,0.0035927207,-0.0026383374,0.0020597777,0.0005002653,0.0001983999,-0.0014019854,-0.0028318653,-0.0057994686,-0.0031817048,-0.00011293772,-0.0010894843,0.001843741,0.0020775527,0.00091275503,0.0006142626,-0.0004094006,-0.0002504178,-0.00028774608,0.00027191688,0.000662797
BarryLevinson_1.wav,45.0,14.01,0.0293,54.78,1259.92,0.0298,-683.3639,171.81502,20.190027,18.76708,17.48161,11.631268,1.6293449,-4.766067,-0.24409978,-5.2301683,1.2244958,3.588523,-0.6025398,0.002223315,-0.0102374125,-0.00478714,0.015286604,0.0034996585,-0.0042584795,0.00060589815,0.00039385865,0.0051335967,0.004902646,-0.0025463705,-0.0025419476,6.727218e-05,0.0038984655,-0.004512413,-0.003287484,0.0073943646,0.0015060393,-0.0008759651,-1.0723915e-05,-0.00019927524,0.0020288727,0.0005229946,-0.001221986,-0.002333536,-0.0028110323
BarryLevinson_3.wav,90.0,49.53,0.039,77.51,1844.52,0.0358,-750.96094,127.16603,21.562521,14.656506,20.348232,9.178271,-5.9084105,-4.2873054,0.35750848,-7.661286,-8.760705,-0.6576877,1.3971789,0.01703005,0.013352756,-0.0031310318,-0.0066682836,-0.003249037,-0.002585716,-0.0013593565,0.001996938,0.0019018943,-0.001779013,-0.0030537066,-0.0007747851,0.0009716517,0.002274781,0.0010191686,-0.0009963778,-3.4569464e-06,-0.000115697294,-0.001144361,-0.0002997967,0.000874862,0.0007933461,-0.00015760951,-0.0011900079,-0.00097061106,0.00013093215
BarryLevinson_2.wav,56.0,10.53,0.0375,58.56,2391.3,0.0584,-601.1724,139.4941,1.3244619,69.756546,1.1390814,22.720816,-11.5904255,3.7242289,5.390457,-13.117789,0.346076,-2.5668187,9.278326,0.023367992,0.025960812,0.005549415,-0.007998857,-0.008076985,-0.008774556,-0.009287072,-0.0039584814,-0.00052265305,0.00055693847,0.0003254568,0.00024385436,0.0015099414,-0.00094297435,-0.002827137,-0.0013934745,-0.0043190015,0.001911607,-0.0012359399,-2.830756e-05,0.0020385582,0.0033586898,0.0028264641,0.0012623898,0.0025399183,0.0005611026
aileenhernandez_5_1.wav,38.0,11.29,0.0714,86.84,3275.83,0.0896,-644.51306,109.9429,-7.8841567,31.225992,-4.902019,20.94964,-10.645169,-2.5799663,-7.9178495,-5.1209135,-10.412275,-2.7887652,-7.4577103,-0.04803176,-0.04558627,-0.003080686,0.0037202453,-0.0014284236,0.0027009326,7.4348145e-06,-0.0062274314,-0.005197699,0.0013617814,0.002354288,0.0066420007,0.0005957141,-0.01568778,0.0018474588,0.0054686563,-0.002452536,0.0055821068,-4.4379936e-05,-0.000497191,-0.001845518,0.0008518081,0.00049364194,-0.0009176259,0.004131319,0.0019374832
aileenhernandez_5_2.wav,90.0,43.05,0.0293,87.12,3046.37,0.0743,-712.695,119.16485,43.926785,17.710978,-15.817737,24.40952,-12.98249,-9.549237,-2.3766477,-1.9380646,-8.263475,-2.525568,1.8926413,0.0457826,0.026028475,0.004567652,-0.0053517516,-0.004026639,0.0072808475,-0.0045971856,-0.0013253835,-0.0022784113,0.0026156045,0.0024961582,0.0006692658,-0.0008913491,0.010282979,0.0033769868,0.0008039179,0.00016431313,-0.0036147514,0.00019172723,-0.0010525301,-0.000107338274,-5.8133905e-05,-0.0012549075,-0.00017109618,-0.000109288805,9.797063e-05
aileenhernandez_0.wav,47.0,15.85,0.0347,103.5,2246.97,0.0559,-688.936,140.50763,14.435266,18.348188,7.0535684,9.995919,-9.456334,-6.4838047,-16.85586,-10.825502,-7.49117,-5.2519016,0.9540329,0.055942185,0.026501393,-0.009772998,0.0007794833,0.0037123791,-0.00073457934,-0.008125817,-0.007273636,-0.009559874,-0.005211261,-0.002503003,-0.006063084,-0.000441441,-0.0034272878,-0.0039988924,0.0009905327,0.0005910927,0.00096254086,0.0019419879,0.002620461,-0.00093192304,0.0024389143,0.0013509684,-0.00016590812,0.00323373,-0.00017199418
PaulinePhillips_10.wav,90.0,37.44,0.0265,80.13,1778.23,0.032,-689.52747,146.84416,19.303072,23.476227,5.3024607,16.080978,-5.3336935,-2.4540107,5.7749753,2.7195783,8.526078,-1.7371805,4.7844067,0.036193855,0.02483942,0.0027572762,0.0042008087,0.0010254066,0.002150024,0.0015484719,0.00057163445,-0.0008190089,-0.0003308315,0.0010836584,0.00055467215,0.0016812255,-0.01088365,-0.009251027,-0.00067171233,0.0018872584,0.0011560048,-0.00033279107,0.0013987169,0.00150491,-0.0008813124,0.001230508,0.00083641906,-0.0010908135,0.0005759457
antonyflew_10.wav,90.0,38.28,0.0434,85.9,3241.91,0.1048,-670.8239,111.789825,5.7770414,32.560665,-8.50707,9.598165,-4.032787,-7.285719,-8.74972,-4.8509593,-10.09722,-0.07273507,-3.5159414,-0.014806765,-0.004147995,0.007522826,0.0059235734,0.008627445,0.003605153,-0.0003873121,0.0009091434,0.002544885,-0.0010959249,-0.0021976784,-0.0025599822,-0.0024975634,-5.3020453e-06,-0.00017142751,-0.00094636314,-0.0005249982,-0.00038906862,-0.0007057214,0.00039167184,-0.00025951324,-0.0005815178,0.00066035736,0.0007384511,0.00039920607,-5.7573045e-05
antonyflew_5_2.wav,26.0,8.74,0.1016,90.06,1255.61,0.0373,-699.9048,154.01955,22.941107,46.77534,17.752693,-19.462856,-1.3058264,-8.371915,-11.058393,-2.3893468,-11.22507,-6.6310353,0.09190009,0.06440326,0.012199385,-0.04088176,0.011219846,0.0073493575,-0.01161605,0.0016437637,-0.01028478,-0.0070900302,0.0066390657,-0.009564196,-0.012399156,0.000672549,0.0023542447,-0.012351208,-0.0069122,0.015257163,-0.0025403446,-0.008266332,0.009349547,0.004030008,-0.0012779002,0.002772466,0.0005123311,0.0009736107,-0.0009677672
antonyflew_5_1.wav,73.0,32.02,0.0685,83.07,2256.36,0.0563,-697.51733,121.88823,6.047265,32.39961,11.378762,18.203596,-5.029483,-0.12463889,-7.7194786,-15.878623,3.2345507,-8.774772,-5.4896407,0.029988449,0.004870689,-0.004562011,0.006556381,-0.0068464996,-0.00031619385,-0.0021044754,-0.0011345258,-0.005256056,-0.004005626,0.0014346623,-0.0022664762,0.0008515174,0.006341686,-0.0023926673,-0.0027779709,0.00011723983,-0.0053567854,4.1015504e-05,4.408279e-05,0.0009617848,0.0012496371,-0.00035845878,-0.00027831623,-0.00079635193,0.00069811405
RobertWagner_3.wav,37.0,16.16,0.0238,61.26,2326.55,0.0595,-682.32367,130.75122,1.7155479,40.229805,4.9091177,3.6612277,9.672219,2.284834,-1.9275943,-6.410921,-14.2534,-11.303253,6.62865,-0.02511957,-0.0023520428,0.0062345094,0.0044482336,0.011420076,-0.00069649407,0.0049480563,0.00211032,0.0053901155,0.0027503315,-0.0034414078,0.0028742051,-0.006446796,-0.018583126,-0.0070298132,0.0043152487,0.0021484415,0.00300659,-0.0031613489,0.0023418902,0.0026603034,0.0035425331,0.00018879265,0.0032953694,0.0065573687,-0.0044628493
Stan Lee_1.wav,90.0,14.86,0.0242,58.85,2219.42,0.0468,-640.238,138.19876,27.829155,49.048397,6.7689815,24.474358,5.0480447,1.2107383,-5.4948106,3.4968174,-1.8431967,4.403112,-3.663047,0.005603126,0.014238063,0.004884399,-0.0028752226,-0.0051142573,-0.005341267,-0.0046545696,-0.0020840392,-0.00081870076,-0.0028063809,0.00045927783,-0.0019959463,-0.0027262454,0.0116283195,0.0020941084,-0.0045751766,-0.003904757,-0.0039079757,-0.00014122284,0.00013031655,0.0013001718,0.0008062752,5.723522e-06,0.00078533555,-0.0011531106,-0.0009902786
Stan Lee_2.wav,86.0,19.52,0.1098,73.54,2663.42,0.0719,-579.66736,140.70308,-31.59898,30.447418,-0.14566217,13.815569,-13.297636,1.0846462,-4.864223,-7.1507416,-12.472799,-2.7667139,-8.825306,0.022625664,0.010164959,-0.0054444247,-0.0019542438,-0.0010645504,-0.0015742624,-0.00060389185,-0.00066106196,-0.0002267416,-0.0026184106,-0.0017583489,-0.0005865585,0.0018147295,0.001323187,-0.0003191646,0.0008210286,-0.0014579012,-0.00056977686,-0.0010423299,-0.0006025435,-0.00013040772,0.00018234155,-0.0008902075,0.00058437506,0.0005476901,0.0003004475
Stan Lee_3.wav,90.0,40.76,0.0146,71.36,2540.76,0.0619,-666.6303,135.70992,-20.895271,8.8913145,9.460117,2.1776755,-25.256252,-10.322581,-5.390157,-22.929781,-23.439238,-4.181362,-3.387965,0.016347874,0.010317177,-0.0067681735,-0.0064393575,-0.0011805445,0.0005729499,-0.0022981372,-0.0045601577,-0.0009673666,-0.0015156398,-0.003198424,0.0024113597,0.0052692406,-0.003404492,-0.001334057,0.002775876,0.0022761081,0.00047348565,-7.7592944e-05,0.0014494684,0.0018948084,7.7352684e-05,0.00039833016,0.00082059024,2.9992147e-05,-0.00010693098
LineRenaud_3.wav,25.0,7.46,0.0334,78.85,2641.31,0.0744,-641.8215,122.999275,-15.82666,40.925632,-4.0106597,11.789643,-12.936784,-11.453302,-9.675698,-10.420264,2.3173146,-12.018817,-4.0213933,0.04840913,0.003612885,-0.008785228,0.015530312,-0.006919735,0.0048053144,-0.012028298,-0.009761761,0.0113971345,0.0023706786,-0.009438832,-0.002738682,0.009216965,0.023410982,0.00933028,-0.0035995138,0.007505839,0.006885208,0.0068839896,-0.0012085291,-0.003171896,0.003918233,0.0017187492,0.0036475311,0.0048622116,0.00051029015
LineRenaud_1.wav,31.0,6.97,0.0325,89.26,1102.65,0.0308,-672.2656,179.37352,-2.2574735,14.703475,39.270317,-3.78211,0.19205257,13.597858,-5.0013895,0.13865273,7.7861085,-5.811106,-2.058685,0.04677776,0.010146132,-0.00013171132,-0.0030316832,0.0027817027,0.0039864294,-0.0064207497,-0.0074996576,-0.0038781478,-0.007460224,-0.0087533295,-0.004233426,-0.0015820346,0.00871003,-0.017848678,0.010716938,0.005463712,-0.01018779,0.0043546604,0.0069282465,-0.00035636517,0.0016165926,-1.8096247e-05,-0.003108251,0.0029633106,0.0030038955
RogerWaters_3.wav,52.0,27.27,0.0264,76.55,1952.94,0.0484,-754.3983,96.57886,-1.14049,27.534306,21.825367,13.437212,6.3368955,-4.9119687,-3.258457,-7.139378,-4.2120266,2.1684914,0.13213544,0.028803885,0.032542877,0.015684739,0.0044852355,0.0031348483,0.004787742,0.005523432,0.0053413175,0.0025566684,-0.001139225,-0.0018181147,-0.00037474855,0.0014328144,-0.0051836004,-0.003542384,0.0022742567,0.002566775,-0.00054914056,-0.0009124439,0.0008489059,0.001388477,0.001485207,0.0016258367,0.0004078559,-0.0006423338,7.3726704e-05
RogerWaters_2.wav,65.9,31.45,0.0244,53.2,1863.54,0.046,-653.7542,160.73207,-8.0478525,12.064435,16.594765,10.486627,6.468955,7.798057,-1.604486,-0.7625468,-4.0717916,-1.9782889,-1.5238115,-0.00059092394,0.019270673,0.016516501,-0.0056570005,0.0009537479,0.0021072244,-0.00032118373,0.0030234363,0.0049808687,-0.00091998343,-0.003109051,0.0015579816,0.004609222,0.001806325,-0.011163135,-0.002218108,0.0055964813,-0.0014018414,0.00032253392,0.0020671326,-0.00023044653,-0.0008945861,0.0019474557,0.0019584522,-0.00069547014,-0.000759716
RaquelWelch_2.wav,28.0,6.62,0.1043,109.17,3002.12,0.0859,-611.42706,122.25917,-29.423672,36.09536,-12.275794,24.981829,-6.404586,-10.142174,-3.0172668,-5.331977,-0.021529317,-5.442651,5.044703,0.041088182,-7.6462384e-05,-0.0056536226,0.025929788,-0.0019633805,-0.0004024798,-0.018019294,-0.01874025,0.018324139,0.010004346,-0.012538677,-0.00055138825,0.009987324,-0.0034697612,0.0036265098,0.006319925,0.00058555405,-0.0024213535,-0.0037963395,0.0017612238,0.00029578,-0.0016218197,0.000603675,-0.0014945233,-0.00015622703,0.0007330124
SteveLawrence_15.wav,102.0,43.12,0.1429,101.26,1629.7,0.0334,-680.279,161.03146,-2.5268705,-16.042818,13.4282055,20.666893,-13.0813465,-11.403867,-4.2647214,-5.1361237,-13.055788,-4.3996525,-1.0277466,-0.00089978054,0.00325787,-0.00029392794,-0.0012245981,-0.0045881015,-0.0030543765,-0.00082729175,0.0011920488,-0.00023801348,-0.0013386167,0.0002718826,0.0006116824,0.0023486668,-0.000992297,-0.0016226044,0.0026212798,0.00049029087,0.0017056991,-0.00033996406,0.0021029501,-0.0005908646,-0.00088632223,-0.0009262175,0.0005907466,-0.00030785293,-0.00097282726
maureenforrester_5.wav,58.0,24.58,0.0326,86.16,3013.56,0.1243,-664.33826,117.891365,15.6236315,43.677536,1.6727202,14.0253,-4.1856627,-3.3272047,2.8436465,-3.0871077,-8.241652,0.35275722,-4.2180877,0.012898936,0.017107833,0.009773349,-0.001790979,0.0019284226,-0.0012221745,0.0004088854,0.0015814322,-0.00035226526,-0.0009959565,-0.004503799,-0.005602733,-0.0023419552,-0.0018668103,-0.0036754454,-0.00019436449,-0.00054981577,0.0018284611,0.00088704977,0.0003120656,0.0008862007,-0.00061626174,-8.735092e-05,0.0015314677,-0.0011614404,0.00030731922
RayGalton_5.wav,71.01,27.95,0.0221,60.92,2746.49,0.0697,-640.6928,133.54906,-15.293631,27.12923,-3.0536628,18.913403,-6.4344687,-9.294027,4.595542,-7.7795234,-16.16747,-4.321512,0.33404434,-0.00010748504,0.004798749,0.00080628804,0.003261183,-0.00066446204,-0.002308646,0.00087269605,-0.0007551242,0.0007083519,0.0010688102,-0.0060729333,-0.0018335158,0.002761807,0.0022721826,-0.002193087,0.0016141799,0.00030888533,-0.0028678465,-0.0018950984,0.0024022677,0.0024415867,0.001494428,0.0016561068,-5.4264645e-05,-0.0011648609,0.0016332805
MireilleDarc_3.wav,56.0,14.95,0.0341,92.38,2502.03,0.0614,-644.1335,135.40622,1.8960878,30.696413,-8.929723,22.213346,-12.308441,-20.44958,1.1948664,-11.743178,-13.121611,-1.4560139,-11.2581,0.009167793,0.0006347675,0.005671379,0.0015829649,0.00023651597,0.009110954,0.004464695,-0.0036464569,-0.004944696,-0.0003008119,-0.0023008373,0.00026528595,-0.004131081,-0.00042492436,0.0018513469,0.0039970335,0.0029626421,0.0057406994,-0.0030445317,-0.001683035,0.00073664053,0.0006079084,0.00017068951,-9.9058496e-05,-0.0020725187,-0.0002649372
MireilleDarc_2.wav,20.0,4.79,0.0245,85.48,2438.84,0.0673,-616.7513,134.78708,-16.844088,43.678276,-0.1511685,11.303211,-3.7353997,-11.1221075,-5.9799123,-14.583503,-6.2310586,-5.0892963,-10.953698,0.08919268,0.023554735,-0.025133304,0.03194319,0.030491777,0.020310853,-0.007643328,-0.019519078,-0.0038332504,-0.012697705,-0.0062692356,-0.014347837,-0.02284258,0.0058183842,0.006544546,-0.0042969403,-0.0023865623,0.0066148704,-0.0031417042,-0.0055333055,-0.0011595135,0.0017294522,0.0028531817,0.004363307,0.0021480704,-0.0054372074
BobbyWomack_0.wav,38.01,13.17,0.0727,66.07,2158.17,0.0465,-612.0072,156.24599,-0.32545698,22.030754,0.5272988,21.84623,-13.311366,-5.851626,-14.508293,-5.9909706,-4.4526443,-6.0450344,0.31382638,0.03093375,0.006853102,0.006869383,-6.5804693e-06,-0.006127772,0.00453102,-0.002988681,0.011199127,-0.0058351867,-0.0030833406,0.0037636242,0.0035513819,0.0019327009,-0.001370882,-0.0076084617,-0.00023525258,0.0007285591,-0.00078252447,0.0029266817,0.00011038343,0.0029955383,-0.00054814585,-0.0018467519,-0.0028967203,0.0008088078,0.0025540828
JimmyCalderwood_5.wav,14.01,6.27,0.0381,69.71,2306.29,0.052,-643.84064,138.57877,-23.993494,32.806583,7.378096,5.200766,-13.61566,-8.676185,5.9753714,-16.429075,-8.062703,-2.3254309,-5.265068,-0.11898913,-0.065296985,0.000969721,-0.0036577072,0.05572814,0.06291921,0.02822713,0.006045892,0.008263768,0.015778245,0.007479418,-0.004473573,-0.0022144222,-8.322545e-05,-0.002885453,-0.0023092418,-0.004196843,-0.0026740397,-0.00050364266,-0.0017559244,0.0014258838,0.00385466,0.005004633,-7.677907e-05,0.0006363747,0.00010782875
BernieSanders_3.wav,90.0,26.82,0.0577,78.0,1884.02,0.0496,-699.24225,141.44827,3.0911605,33.674015,23.968132,4.660429,4.4595933,-19.775145,-16.888485,-7.3656178,-18.313318,-6.567096,-5.204487,-0.03903602,-0.0182902,0.0012226085,0.002133616,-0.00085047155,-0.0016427202,0.00024019109,0.0026724199,0.003984128,0.0047004037,0.0026397747,3.2374857e-05,0.0013825754,0.012389618,-0.0029260851,-0.0036357997,0.00067920744,-0.0012059709,-0.002053794,-0.0011831605,-4.5944787e-05,0.0007925943,0.00070757745,-0.000995218,-0.0007469694,0.0009114592
NickNolte_3.wav,90.0,51.05,0.0178,60.05,2831.6,0.0623,-646.7037,123.53981,-12.262702,32.80892,9.824027,23.712252,-3.4046133,2.1221387,0.518342,1.3073905,-5.2007747,1.4111385,4.5744333,0.0009536212,0.0015081104,0.0018722925,-0.0061195237,-0.00038720973,0.0046723485,-0.0017809307,0.002010867,-0.00046456204,-0.00013451526,0.0009419475,0.0013714386,0.00029230412,0.002447869,0.00014749634,-0.00028895802,0.00023207607,0.00042721434,0.0010858439,0.00033654395,0.0010284551,-0.0002964487,0.00027576828,-8.014638e-05,-0.00013482444,0.00087173446
NickNolte_2.wav,90.0,39.49,0.0292,57.49,2182.29,0.0522,-634.30707,136.72871,-25.817541,56.501896,27.439024,16.463001,7.563076,-9.493733,-4.138259,1.3868538,0.7319725,-9.420114,-1.284973,0.0070981467,0.0016381241,-0.0048670433,-0.0015871759,0.0025388445,0.005178865,0.00067443534,-0.003340574,-0.0027095661,0.0004524514,0.0029366398,2.296741e-05,0.0012035605,0.0029789156,0.005177886,0.0016300818,-0.0028550231,-0.001512124,-0.0010796763,-0.0008709877,-0.00035639398,-0.00085626764,-0.00018524352,-0.00017825526,0.00020115405,0.00075243536
NickNolte_1.wav,60.0,37.52,0.0306,56.84,2615.84,0.0568,-680.12537,129.29022,24.381666,32.474007,-2.0844412,18.207321,-8.124176,0.0620891,-11.056158,-0.7902038,3.3769772,-5.039812,5.1811132,0.0103896,0.015771229,0.010243898,0.0006899439,-0.0059260405,-0.0048603565,0.00044490458,0.00022512933,-0.0015486472,4.7090623e-05,-0.0017349058,-0.006201898,-0.0005483083,-0.007145692,0.0012419516,0.0033151743,-0.0006241246,0.00016733164,-0.00080508454,0.0007004659,-0.0022864342,-0.0014567627,-0.0005574231,-4.9280632e-05,-0.00050418277,0.0014475938
OtisChandler_5.wav,48.01,14.13,0.0318,55.09,2116.58,0.0606,-623.063,164.09674,-4.182187,22.139214,-11.487291,4.4008207,-3.2596776,-9.782298,-1.681256,-1.7412064,-10.258214,2.7857735,7.2174587,0.06165087,0.02953358,-0.015023561,-0.008864834,-0.006625447,-0.0005086672,-0.0053594583,-0.012072616,-0.005213688,-0.00322667,-0.005604912,0.0006500231,9.326109e-05,-0.005822456,-0.013974099,-0.006517593,0.0010909847,0.0014994944,-0.00056243094,-0.0003975658,0.00076276815,7.4219024e-05,0.005395823,0.00545212,0.0018327131,0.0014616684
Jessejackson_0.wav,42.02,14.59,0.0375,57.43,2073.96,0.0449,-615.2546,155.897,5.371874,43.67998,1.2555568,10.438614,5.5001197,4.2273226,-6.9102383,-2.2564707,-5.3822837,3.9053226,0.8112858,-0.007800039,0.003846305,0.0110754995,-0.011061199,-4.7613637e-05,0.00019434303,0.0011392989,0.00044685623,-0.0033927953,0.0019499083,0.0017911192,-0.0050023994,-0.0009801114,0.017626408,-0.0046940586,-0.005504427,0.0035037997,-0.0014860041,-0.0020714514,0.00026458534,-0.0035684996,0.0007616681,0.00021798704,-0.0016805376,0.0027206093,0.0014719581
